Player,Nation,Squad 22-23,Comp,Actual Squad,Age,Height,Weight,Foot,MP,Starts,Min,Goals,Shots,SoT,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,Assists,PasProg,PasAtt,PasLive,PasDead,PasCmp,SCA,GCA,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDriPast,Blocks,BlkSh,BlkPass,Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CarDis,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,Recov,AerWon,AerLost,Value (M)
Ohis Felix Uduokhai,GER,Augsburg,Bundesliga,FC Augsburg,26,193.0,89.0,Left,32,27,2500,0.0,1.09,0.16,0.0,0.0,0.0,87.7,105.8,1653.9,0.16,8.13,105.8,99.6,6.14,87.7,2.89,0.16,2.8899999999999997,1.94,1.57,1.05,0.27,1.73,2.4699999999999998,1.04,1.43,2.85,5.550000000000001,0.21000000000000002,126.7,8.63,46.6,67.5,13.33,70.5,362.1,161.7,1.94,1.55,0.98,1.3,0.27,0.0,0.0,2.36,1.3199999999999998,0.11,1.27,1.94,11.52,3.57,5.2299999999999995,7.0
Samuel Umtiti,FRA,Lecce,Serie A,LOSC Lille,30,182.0,75.0,Left,32,29,2427,0.02,2.47,0.97,0.0,0.0,0.0,48.6,62.8,861.5,0.18,5.27,62.8,60.2,2.25,48.6,3.05,0.36,5.22,2.6100000000000003,1.78,2.83,0.61,1.16,3.06,0.73,2.33,1.94,3.5,0.0,90.7,5.4,28.79,41.5,21.75,47.5,277.5,145.5,4.25,2.42,2.17,7.43,0.5,0.0,0.0,2.48,3.38,0.36,1.07,2.6100000000000003,11.780000000000001,1.96,2.72,9.0
Dayot Upamecano,FRA,Bayern Munich,Bundesliga,FC Bayern Munchen,25,186.0,90.0,Right,36,34,2891,0.0,0.56,0.13,0.0,0.0,0.0,127.5,146.1,2466.8,0.13,12.399999999999999,146.1,135.9,9.9,127.5,3.2800000000000002,0.31,4.0600000000000005,2.2,2.36,1.48,0.23,1.1600000000000001,1.73,0.26,1.46,1.94,4.05,0.21,162.9,10.68,60.099999999999994,81.7,22.049999999999997,110.7,567.0999999999999,313.7,3.29,3.3100000000000005,0.95,4.76,0.54,0.08,0.08,2.6799999999999997,1.9,0.05,1.78,2.2,14.39,2.6100000000000003,2.07,44.5
Martin Valjent,SVK,Mallorca,La Liga,Mallorca,28,187.0,70.0,Right,32,28,2535,0.02,1.5,0.58,0.0,0.0,0.0,54.8,74.2,1010.9000000000001,0.29,3.54,74.2,64.2,9.46,54.8,2.77,0.6399999999999999,2.4,1.05,0.9099999999999999,0.8200000000000001,0.67,0.55,2.63,0.9099999999999999,1.73,1.83,4.51,0.0,93.2,7.33,37.2,36.6,21.029999999999998,47.400000000000006,294.29999999999995,142.6,3.85,2.26,1.15,5.21,0.39,0.0,0.0,1.84,0.7999999999999999,0.19,4.22,1.05,10.440000000000001,1.96,1.4000000000000001,11.0
Raphael Varane,FRA,Manchester Utd,Premier League,Manchester United,31,191.0,81.0,Right,22,17,1512,0.0,1.6,0.56,0.0,0.0,0.0,60.1,71.3,1072.0,0.0,4.3100000000000005,71.3,68.2,2.08,60.1,3.19,0.0,2.15,0.9099999999999999,1.11,0.63,0.42,0.9099999999999999,2.15,1.66,0.49,0.63,5.48,0.0,92.6,9.79,32.18,42.0,18.99,56.099999999999994,384.5,214.0,2.01,3.33,1.32,5.14,0.07,0.0,0.0,1.88,1.3900000000000001,0.97,0.49,0.9099999999999999,5.49,2.99,3.26,30.0
Milo Veljkovic,SRB,Werder Bremen,Bundesliga,Werder Bremen,28,188.0,83.0,Right,21,16,1463,0.01,0.56,0.07,0.0,0.0,0.0,97.9,118.0,2068.2,0.0,7.99,118.0,108.0,9.379999999999999,97.9,1.0,0.0,3.1799999999999997,1.28,1.8399999999999999,0.5,0.83,0.85,2.05,1.14,0.9199999999999999,3.1799999999999997,5.29,0.0,135.2,14.81,74.9,50.3,11.48,78.5,336.4,181.89999999999998,1.05,1.74,0.0,2.15,0.49,0.0,0.0,1.41,1.33,0.0,2.08,1.28,9.95,3.06,2.15,2.8
Joel Veltman,NED,Brighton,Premier League,Brighton & Hove Albion,32,184.0,75.0,Right,22,15,1431,0.0,2.0,0.07,0.0,0.0,0.0,66.3,88.89999999999999,1160.0,0.07,6.99,88.89999999999999,79.2,9.41,66.3,1.37,0.13,6.01,3.17,1.96,2.26,1.7999999999999998,0.59,1.44,0.52,0.92,0.92,2.81,0.0,114.1,4.77,27.869999999999997,51.2,37.2,68.5,390.6,239.5,7.029999999999999,4.640000000000001,2.06,13.2,0.13,0.0,0.0,1.18,1.44,0.0,4.05,3.17,10.030000000000001,0.85,2.7199999999999998,10.0
Mickey van de Ven,NED,Wolfsburg,Bundesliga,Tottenham Hotspur,23,193.0,81.0,Left,43,43,3870,0.01,0.45,0.05,0.0,0.0,0.0,68.9,79.0,1403.0,0.05,2.75,79.0,68.8,10.129999999999999,68.9,0.6900000000000001,0.05,1.4,1.0,0.8,0.6,0.0,0.33999999999999997,1.2,0.7,0.5,0.9,3.75,0.14,89.2,30.6,58.3,27.860000000000003,3.5,55.1,279.9,171.1,1.1,0.8400000000000001,0.25,0.55,0.29000000000000004,0.0,0.0,0.65,0.8400000000000001,0.05,0.45,1.0,6.880000000000001,1.3699999999999999,1.29,31.0
Mattia Viti,ITA,Nice,Ligue 1,Sassuolo,22,190.0,82.0,Left,28,27,2280,0.01,1.55,0.41000000000000003,0.0,0.0,0.0,78.2,93.5,1309.3,0.11,7.25,93.5,90.80000000000001,2.58,78.2,2.37,0.30000000000000004,3.5799999999999996,2.1999999999999997,1.7799999999999998,1.4,0.39999999999999997,1.36,2.71,0.98,1.73,3.2199999999999998,4.51,0.0,113.9,11.25,47.2,57.4,10.23,71.6,350.7,170.2,0.8,1.69,1.22,0.6900000000000001,0.38,0.0,0.0,1.8,1.0899999999999999,0.0,0.16,2.1999999999999997,10.959999999999999,2.5700000000000003,1.8199999999999998,3.9
Daniel Vivian,ESP,Athletic Club,La Liga,Athletic Club,24,183.0,83.0,Right,20,14,1321,0.01,5.5,0.14,0.0,0.0,0.0,62.599999999999994,92.1,1137.2,1.67,7.8,92.1,87.6,4.15,62.599999999999994,10.43,1.67,5.390000000000001,4.54,4.75,0.57,0.07,0.28,0.85,0.5,0.35,3.09,3.97,0.07,123.6,5.46,38.2,53.599999999999994,32.48,80.5,593.6,317.0,7.66,2.17,7.02,11.91,0.21,0.0,0.0,8.02,2.52,0.0,0.28,4.54,11.27,6.63,5.67,27.0
Kevin Vogt,GER,Hoffenheim,Bundesliga,FC Union Berlin,32,194.0,87.0,Right,31,22,1935,0.03,1.67,0.64,0.0,0.0,0.0,82.4,95.9,1624.3,0.13,8.24,95.9,90.1,5.35,82.4,3.04,0.13,4.28,2.4,1.4300000000000002,2.47,0.38,1.47,2.1399999999999997,0.5700000000000001,1.57,2.42,3.43,0.0,118.9,9.76,42.36,57.599999999999994,20.13,81.2,529.9000000000001,293.5,3.6999999999999997,1.92,2.46,6.86,0.8200000000000001,0.0,0.0,3.5300000000000002,3.1,0.51,2.51,2.4,11.7,1.47,2.1399999999999997,5.0
Stefan de Vrij,NED,Inter,Serie A,Inter,32,189.0,78.0,Right,26,23,2106,0.02,1.0899999999999999,0.35,0.0,0.0,0.0,78.5,92.2,1429.4,0.0,6.0,92.2,86.9,5.24,78.5,0.77,0.0,2.83,1.19,1.88,0.77,0.18,0.26,1.56,0.77,0.79,3.12,5.43,0.0,110.9,9.33,50.3,56.2,5.32,68.7,366.5,191.3,1.3,1.06,1.13,0.97,0.35000000000000003,0.0,0.0,2.17,1.56,0.0,0.44,1.19,10.129999999999999,3.94,2.55,21.0
Adam Webster,ENG,Brighton,Premier League,Brighton & Hove Albion,29,191.0,75.0,Right,21,19,1575,0.0,2.12,0.6300000000000001,0.0,0.0,0.0,75.8,93.0,1343.0,0.0,6.35,93.0,88.4,4.0200000000000005,75.8,2.66,0.6300000000000001,1.69,1.1400000000000001,0.43,0.64,0.6300000000000001,1.4000000000000001,2.6799999999999997,0.72,1.9699999999999998,1.08,3.29,0.14,110.69999999999999,7.609999999999999,36.97,53.1,21.560000000000002,67.5,313.2,158.29999999999998,1.69,1.69,3.0,5.92,0.35000000000000003,0.0,0.0,2.72,0.29,0.28,0.97,1.1400000000000001,10.86,6.9,5.9399999999999995,12.0
Ben White,ENG,Arsenal,Premier League,Arsenal,26,185.0,77.0,Right,37,31,2518,0.02,1.35,0.32,0.0,0.0,0.0,75.8,97.3,1261.0,0.43,11.360000000000001,97.3,87.30000000000001,9.64,75.8,5.199999999999999,0.69,3.8,2.46,1.6600000000000001,1.67,0.49,1.3900000000000001,2.52,0.48,2.04,0.96,3.26,0.0,116.0,3.65,23.4,59.6,34.1,63.400000000000006,287.0,149.7,3.1100000000000003,2.6799999999999997,1.8800000000000001,8.42,0.43,0.11,0.0,2.74,2.52,0.22,4.02,2.46,9.65,2.3600000000000003,3.06,29.5
Silvan Widmer,SUI,Mainz 05,Bundesliga,FSV Mainz 05,31,183.0,80.0,Right,35,33,2838,0.02,1.9,0.62,0.0,0.0,0.0,59.800000000000004,81.1,1108.6,0.11,4.69,81.1,68.4,12.45,59.800000000000004,2.2399999999999998,0.16,2.17,1.31,1.5,0.6,0.08,0.7000000000000001,2.27,1.23,1.04,3.41,6.26,0.0,100.69999999999999,7.76,39.3,46.8,15.260000000000002,48.9,208.3,96.19999999999999,0.9099999999999999,0.36,0.51,5.0,0.38,0.0,0.0,1.7000000000000002,1.6800000000000002,0.13,1.77,1.31,8.72,2.42,2.4,6.5
Mateusz Wieteska,POL,Clermont Foot,Ligue 1,Cagliari,27,187.0,77.0,Right,43,43,3730,0.04,3.18,1.52,0.38,0.0,0.05,57.5,77.4,1011.9,0.31,4.62,77.4,67.6,9.219999999999999,57.5,4.41,0.95,1.54,0.86,0.8300000000000001,0.65,0.05,0.8200000000000001,1.53,0.74,0.79,1.8900000000000001,4.41,0.14,95.2,8.97,32.12,40.3,23.380000000000003,56.900000000000006,296.1,155.7,1.4,0.8400000000000001,0.72,7.67,0.22000000000000003,0.0,0.0,0.57,1.29,0.32,5.23,0.86,8.42,2.9000000000000004,2.43,2.0
Koni De Winter,BEL,Empoli,Serie A,Genoa,22,191.0,75.0,Right,33,27,2311,0.02,1.08,0.3,0.0,0.0,0.0,70.8,87.6,1266.1,0.0,6.14,87.6,82.30000000000001,5.01,70.8,3.2600000000000002,0.12,3.45,1.9900000000000002,1.67,1.3,0.48,1.0,1.84,1.3,0.54,1.21,6.279999999999999,0.0,108.9,12.05,47.400000000000006,45.3,17.04,62.7,333.4,150.5,1.7300000000000002,1.9100000000000001,1.54,3.89,0.5800000000000001,0.0,0.0,3.1,2.2,0.0,4.01,1.9900000000000002,9.61,1.9300000000000002,1.63,3.2
Christopher Wooh,CMR,Rennes,Ligue 1,Rennes,22,191.0,92.0,Right,27,22,1876,0.01,2.16,0.68,0.0,0.0,0.0,73.6,88.8,1425.8,0.15,5.77,88.8,81.6,7.11,73.6,3.91,0.71,1.9500000000000002,0.98,1.22,0.5800000000000001,0.15,0.71,2.2,0.69,1.51,1.28,5.82,0.0,108.9,7.8,33.72,55.7,20.310000000000002,73.2,404.40000000000003,213.39999999999998,3.27,1.71,0.88,6.99,0.36,0.0,0.0,2.16,2.31,0.15,3.36,0.98,7.71,3.44,1.8599999999999999,4.4
Dan Axel Zagadou,FRA,Stuttgart,Bundesliga,VfB Stuttgart,25,196.0,90.0,Left,22,10,1072,0.01,3.86,1.3399999999999999,0.0,0.0,0.0,67.5,83.6,1241.0,0.0,3.04,83.6,78.9,4.36,67.5,3.0300000000000002,0.34,1.85,0.8400000000000001,1.02,0.34,0.5,1.01,1.8599999999999999,1.53,0.34,1.19,6.09,0.34,103.89999999999999,9.82,41.3,43.7,19.37,59.0,236.39999999999998,120.6,1.34,1.0,1.3399999999999999,5.0,0.67,0.0,0.0,2.35,2.17,0.5,0.17,0.8400000000000001,6.92,4.04,4.6899999999999995,12.0
Kurt Zouma,FRA,West Ham,Premier League,West Ham United,29,190.0,95.0,Right,30,20,1815,0.01,2.1,0.71,0.0,0.0,0.0,53.8,68.2,911.7,0.0,2.96,68.2,66.3,1.55,53.8,3.2800000000000002,0.14,2.7800000000000002,1.4700000000000002,0.97,1.6400000000000001,0.17,0.88,1.49,0.49,1.0,1.92,6.42,0.0,94.8,12.17,40.53,30.9,24.07,55.6,357.20000000000005,169.7,3.7399999999999998,3.4,1.5,5.74,0.0,0.0,0.0,0.66,3.95,0.17,1.67,1.4700000000000002,8.77,3.61,2.18,16.5
