Player,Nation,Squad 22-23,Comp,Actual Squad,Age,Height,Weight,Foot,MP,Starts,Min,Goals,Shots,SoT,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,Assists,PasProg,PasAtt,PasLive,PasDead,PasCmp,SCA,GCA,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDriPast,Blocks,BlkSh,BlkPass,Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CarDis,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,Recov,AerWon,AerLost,Value (M),score_complessivo,similarita_coseno,similarita_ponderata_coseno
Mats Hummels,GER,Dortmund,Bundesliga,Borussia Dortmund,35,191.0,94.0,0,31,17,1601,0.03,2.66,0.88,0.0,0.0,0.0,92.1,111.1,1742.3000000000002,0.4,6.44,111.1,106.2,4.75,92.1,4.48,0.56,3.02,1.29,1.37,1.5699999999999998,0.08,1.54,2.16,0.94,1.23,2.24,3.75,0.0,135.10000000000002,7.390000000000001,41.9,64.0,30.24,93.2,584.0,293.70000000000005,5.86,3.47,2.39,11.19,0.31,0.0,0.0,1.34,1.23,0.88,5.76,1.29,8.79,3.0900000000000003,2.2,13.5,0.17374472912900266,0.9271345955341004,0.8458902162484198
Yerry Mina,COL,Everton,Premier League,Cagliari,29,195.0,94.0,0,22,14,1242,0.02,3.29,1.31,0.0,0.0,0.0,86.9,101.8,1471.5,0.18,5.46,101.8,97.0,4.86,86.9,4.13,0.45,4.44,1.99,2.08,2.01,0.36,0.18,1.4,0.38,1.01,1.31,4.35,0.0,128.7,10.51,41.2,58.0,30.86,80.6,466.1,247.0,4.67,2.88,1.43,10.78,0.47,0.0,0.0,2.25,2.4,0.27,1.07,1.99,8.91,3.32,2.96,7.0,0.10536759259575873,0.9320928756509816,0.8458399369069666
Ricardo Rodriguez,SUI,Torino,Serie A,Torino,31,182.0,83.0,1,35,26,2366,0.01,0.66,0.22,0.07,0.0,0.0,89.5,108.2,1567.4,0.18,8.129999999999999,108.2,96.5,11.43,89.5,4.51,0.36,4.98,2.69,2.54,1.23,1.21,0.69,2.73,0.92,1.79,2.19,3.84,0.0,126.5,7.49,43.2,60.3,23.72,67.5,303.0,162.8,1.95,2.61,0.71,6.800000000000001,0.18,0.0,0.0,2.14,1.55,0.27,4.26,2.69,10.27,1.63,2.19,6.0,0.02348321866308255,0.9380157473794458,0.8457663438679979
Juan Jesus,BRA,Napoli,Serie A,Napoli,33,185.0,83.0,1,24,24,2025,0.01,0.98,0.15,0.0,0.0,0.0,90.6,112.7,1667.0,0.0,7.34,112.7,99.8,12.63,90.6,2.52,0.21,2.92,2.02,1.76,0.89,0.28,0.74,3.1,1.42,1.67,2.8,6.44,0.0,132.2,10.53,52.3,69.3,11.44,72.3,373.3,192.1,1.65,1.48,0.38,1.23,0.43,0.0,0.0,1.95,1.7999999999999998,0.0,2.28,2.02,10.62,4.3,2.63,2.7,0.049753470025372275,0.9352648907779436,0.8450243482124282
Castello Lukeba,FRA,Lyon,Ligue 1,RB Leipzig,21,184.0,73.0,1,22,21,1898,0.02,1.65,1.14,0.0,0.0,0.0,81.6,98.6,1427.8000000000002,0.0,5.83,98.6,91.2,6.89,81.6,4.11,0.45,4.16,1.82,2.62,0.7999999999999999,0.74,1.14,2.7,0.77,1.93,3.48,3.52,0.0,121.3,7.6,42.3,58.3,21.880000000000003,86.9,452.3,212.0,1.82,3.0,0.96,5.44,0.85,0.0,0.0,3.97,1.0,0.0,2.46,1.82,13.25,1.49,2.93,26.0,0.0031475345846160097,0.9385157641511597,0.8448742512686134
Marcos Alonso,ESP,Barcelona,La Liga,FC Barcelona,33,188.0,84.0,1,30,14,1395,0.02,1.59,0.37,0.12,0.0,0.0,106.2,120.5,1880.9,0.0,8.790000000000001,120.5,115.7,4.41,106.2,3.22,0.37,1.63,0.84,0.95,0.43,0.23,0.61,2.29,1.1,1.19,1.22,3.02,0.0,136.5,7.859999999999999,40.93,75.3,20.46,87.7,460.9,251.3,2.1100000000000003,1.2799999999999998,1.2999999999999998,5.14,0.49,0.0,0.0,2.03,2.21,0.58,2.06,0.84,10.22,2.17,2.21,9.5,0.13530470977215311,0.9269102662787498,0.8431513683444913
Eray Comert,SUI,Valencia,La Liga,Nantes,26,183.0,80.0,0,35,25,2360,0.01,0.98,0.43,0.0,0.0,0.0,103.6,124.1,1865.7,0.0,7.960000000000001,124.1,109.3,14.39,103.6,2.16,0.09,3.96,2.39,2.46,1.24,0.26,1.02,2.81,0.75,2.06,2.51,7.220000000000001,0.07,144.39999999999998,14.670000000000002,62.7,62.0,20.84,78.1,382.6,222.1,1.66,1.59,0.26,4.82,0.53,0.07,0.0,2.83,1.02,0.16,1.56,2.39,9.83,4.68,3.2,4.7,0.014229379523447444,0.9352800953788213,0.8426935252789332
Oscar Mingueza,ESP,Celta Vigo,La Liga,Celta de Vigo,25,184.0,75.0,0,27,19,1815,0.01,0.39,0.11,0.0,0.0,0.0,84.6,104.6,1604.6,0.0,6.51,104.6,91.2,13.0,84.6,1.92,0.0,3.46,2.03,2.52,0.86,0.09,0.51,1.58,0.6000000000000001,0.98,1.8,6.779999999999999,0.0,122.1,10.18,53.5,56.4,14.14,64.4,356.1,181.3,2.1,1.42,0.67,3.08,0.51,0.0,0.0,2.24,0.6799999999999999,0.2,1.96,2.03,11.19,2.05,2.14,8.0,0.005212345193830598,0.9352736920210942,0.8420926590333309
Cesar Azpilicueta,ESP,Chelsea,Premier League,Atletico Madrid,34,178.0,77.0,0,33,24,2309,0.0,1.21,0.23,0.0,0.0,0.0,130.8,148.60000000000002,2130.9,0.07,9.5,148.60000000000002,135.7,12.57,130.8,2.75,0.09,3.82,2.37,1.88,1.47,0.47,0.7,3.0,0.77,2.23,2.0,4.79,0.0,167.2,10.78,60.5,81.80000000000001,25.53,100.9,547.1,333.8,2.58,2.66,0.4,5.380000000000001,0.33,0.0,0.0,2.4,0.84,0.09,1.7,2.37,9.24,2.77,2.72,8.5,0.0018951636436274405,0.9353702520386542,0.8419606368077798
Loic Bade,FRA,Sevilla,La Liga,Sevilla,24,191.0,89.0,0,23,15,1324,0.01,4.73,0.92,0.69,0.0,0.0,143.0,171.10000000000002,2831.1,1.34,10.39,171.10000000000002,164.3,6.15,143.0,5.11,1.46,6.19,4.04,3.06,2.7,0.43,1.32,2.49,0.2,2.29,2.89,6.74,0.0,206.6,13.52,82.07,96.1,31.2,141.4,770.0999999999999,341.8,4.94,3.36,2.15,8.22,1.5699999999999998,0.11,0.11,4.98,2.69,0.8,8.450000000000001,4.04,16.77,4.17,6.18,19.5,0.6065167471281854,0.8903797577731024,0.841372805536826
Ronald Araujo,URU,Barcelona,La Liga,FC Barcelona,25,188.0,79.0,0,29,20,1693,0.01,1.6,0.32,0.0,0.0,0.0,84.2,101.8,1549.5,0.11,6.47,101.8,96.6,5.07,84.2,2.35,0.43,3.41,2.35,1.17,2.03,0.22,1.1900000000000002,1.71,0.21,1.5,2.67,2.64,0.0,121.8,5.720000000000001,32.65,73.5,16.939999999999998,82.5,483.8,281.2,3.3,1.6,1.61,3.75,0.64,0.11,0.0,3.1100000000000003,2.14,0.22,0.54,2.35,8.95,3.62,2.66,93.0,0.038740220088236306,0.9319622688318315,0.841325139665542
Bafode Diakite,FRA,Lille,Ligue 1,LOSC Lille,23,185.0,74.0,0,36,25,2358,0.03,3.81,1.3299999999999998,0.15,0.0,0.0,89.5,107.4,1432.2,0.15,9.25,107.4,92.5,14.71,89.5,4.82,0.44,3.09,1.88,1.26,1.03,0.7999999999999999,1.01,2.08,0.41,1.67,1.05,3.06,0.0,126.2,4.0200000000000005,29.17,64.5,33.7,90.6,456.2,221.5,3.55,4.14,3.17,7.25,0.36,0.0,0.0,2.37,1.39,0.15,4.2,1.88,11.36,1.53,3.0700000000000003,11.5,0.005212345193830598,0.9336697414940612,0.8406491035590011
Ozan Kabak,TUR,Hoffenheim,Bundesliga,TSG Hoffenheim,24,186.0,86.0,0,39,31,2777,0.06,3.37,0.79,0.07,0.0,0.0,79.30000000000001,96.9,1403.4,0.12,9.28,96.9,91.8,4.7,79.30000000000001,4.19,0.6,4.25,2.06,2.01,1.6,0.6499999999999999,1.94,1.95,0.64,1.3199999999999998,2.9400000000000004,3.67,0.0,120.9,8.040000000000001,41.21,55.8,25.16,71.8,365.5,185.2,3.11,2.5,2.26,6.23,0.4,0.06,0.06,3.35,2.06,0.07,1.47,2.06,11.4,4.56,4.05,8.0,0.1353047097721531,0.9241253574536971,0.8406449504019439
Maxime Esteve,FRA,Montpellier,Ligue 1,Burnley,22,193.0,87.0,1,34,26,2473,0.0,0.51,0.0,0.0,0.0,0.0,70.6,89.4,1347.5,0.0,6.12,89.4,85.7,3.35,70.6,1.26,0.08,2.89,1.75,2.26,0.5,0.14,0.9,3.26,1.56,1.7000000000000002,4.16,9.26,0.0,111.8,14.35,58.3,49.9,4.45,63.9,313.29999999999995,163.9,1.24,0.5800000000000001,0.51,0.54,0.5900000000000001,0.0,0.0,3.21,0.73,0.16,1.01,1.75,13.48,5.55,4.18,9.0,0.6065167471281854,0.8891711826702179,0.84028508794423
Stefan de Vrij,NED,Inter,Serie A,Inter,32,189.0,78.0,0,26,23,2106,0.02,1.09,0.35,0.0,0.0,0.0,78.5,92.2,1429.4,0.0,6.0,92.2,86.9,5.24,78.5,0.77,0.0,2.83,1.19,1.88,0.77,0.18,0.26,1.56,0.77,0.79,3.12,5.43,0.0,110.9,9.33,50.3,56.2,5.32,68.7,366.5,191.3,1.3,1.06,1.13,0.97,0.35,0.0,0.0,2.17,1.56,0.0,0.44,1.19,10.13,3.94,2.55,21.0,0.038740220088236306,0.9301792529335607,0.8397204253570983
Sinaly Diomande,CIV,Lyon,Ligue 1,Olympique Lyonnais,23,184.0,74.0,0,25,14,1265,0.0,1.97,0.73,0.0,0.0,0.0,100.3,124.6,1692.0,0.0,9.29,124.6,117.0,7.58,100.3,2.42,0.0,3.4400000000000004,1.84,2.14,1.05,0.24,1.13,2.62,0.51,2.11,3.85,4.59,0.1,148.1,7.1000000000000005,47.3,78.0,23.55,100.1,482.7000000000001,239.0,2.98,2.33,1.32,3.76,0.24,0.1,0.0,3.06,2.91,0.0,4.25,1.84,9.12,5.38,3.18,4.0,0.004051557190550468,0.9293752657360823,0.8367074660774128
Clement Lenglet,FRA,Tottenham,Premier League,Aston Villa,29,186.0,81.0,1,28,25,2109,0.0,1.75,0.38,0.0,0.0,0.0,101.4,115.6,1794.3,0.19,8.56,115.6,113.5,2.18,101.4,3.06,0.29,2.94,1.46,1.25,1.43,0.27,0.63,2.06,0.73,1.33,1.96,3.98,0.19,133.3,10.96,50.0,68.1,15.9,89.5,445.4,249.3,3.27,2.25,0.7899999999999999,2.79,0.27,0.0,0.0,1.46,2.58,0.0,1.44,1.46,9.47,3.52,2.14,6.5,0.038740220088236306,0.9263897703610691,0.8363098910418558
Milo Veljkovic,SRB,Werder Bremen,Bundesliga,Werder Bremen,28,188.0,83.0,0,21,16,1463,0.01,0.56,0.07,0.0,0.0,0.0,97.9,118.0,2068.2,0.0,7.99,118.0,108.0,9.38,97.9,1.0,0.0,3.18,1.28,1.84,0.5,0.83,0.85,2.05,1.14,0.92,3.18,5.29,0.0,135.2,14.81,74.9,50.3,11.48,78.5,336.4,181.9,1.05,1.74,0.0,2.15,0.49,0.0,0.0,1.41,1.33,0.0,2.08,1.28,9.95,3.06,2.15,2.8,0.10536759259575873,0.9211674948702928,0.8360070942043466
Nordi Mukiele,FRA,Paris S-G,Ligue 1,Paris Saint Germain,26,187.0,84.0,0,36,29,2707,0.01,1.05,0.29,0.0,0.0,0.0,93.5,108.6,1670.4,0.32,3.85,108.6,101.3,6.959999999999999,93.5,2.13,0.41,2.9,2.21,1.44,0.75,0.71,0.87,2.74,1.42,1.3199999999999998,1.79,5.23,0.11,126.0,14.54,55.1,56.6,15.62,86.5,436.6,224.8,1.82,1.1,1.09,4.25,0.05,0.0,0.0,1.67,1.65,0.29,1.21,2.21,9.19,2.81,1.91,20.0,0.10536759259575873,0.9186718315917436,0.8337609972536524
Santiago Bueno,URU,Girona,La Liga,Wolverhampton Wanderers,25,190.0,76.0,0,31,23,2098,0.0,0.55,0.1,0.0,0.0,0.0,103.2,117.2,1759.5,0.05,8.82,117.2,114.1,2.98,103.2,1.3199999999999998,0.1,3.34,2.2,1.97,1.37,0.0,1.24,1.47,0.7,0.77,1.92,5.65,0.0,136.0,9.43,48.6,79.69999999999999,8.33,82.6,367.0,180.5,0.6,0.82,0.86,0.96,0.49,0.05,0.05,2.87,4.15,0.1,0.15,2.2,10.81,2.31,1.65,14.5,0.03016309241303373,0.9234462334700956,0.8330946374289591
Dan Burn,ENG,Newcastle Utd,Premier League,Newcastle United,32,198.0,87.0,1,34,32,2762,0.03,3.8,1.5399999999999998,0.0,0.0,0.0,71.5,91.2,1070.1,0.0,6.02,91.2,83.3,7.78,71.5,3.94,0.15,2.6,1.13,1.37,0.8400000000000001,0.39,1.77,1.96,0.49,1.4700000000000002,1.32,4.33,0.05,113.1,5.79,32.72,43.6,38.4,65.0,371.2,192.1,5.48,4.15,0.8799999999999999,9.09,0.4,0.0,0.0,1.32,1.34,0.39,2.31,1.13,9.42,2.87,2.0,9.5,0.17374472912900266,0.912906086741024,0.833084558334651
Brendan Chardonnet,FRA,Brest,Ligue 1,Brest,29,181.0,74.0,0,38,35,3201,0.01,0.79,0.1699999999999999,0.0,0.0,0.0,76.9,100.3,1555.7,0.11,5.94,100.3,86.19999999999999,13.83,76.9,3.12,0.28,2.16,1.36,1.42,0.69,0.06,0.73,2.15,0.96,1.19,2.45,4.51,0.12,115.4,9.05,47.0,51.5,18.23,69.4,349.4,186.9,2.6,1.55,0.61,4.3100000000000005,0.35,0.0,0.0,1.87,1.53,0.06,4.590000000000001,1.36,9.38,3.85,2.2,5.5,0.0018951636436274405,0.9251376348141509,0.8327512813057268
Koni De Winter,BEL,Empoli,Serie A,Genoa,22,191.0,75.0,0,33,27,2311,0.02,1.08,0.3,0.0,0.0,0.0,70.8,87.6,1266.1,0.0,6.14,87.6,82.30000000000001,5.01,70.8,3.26,0.12,3.45,1.99,1.67,1.3,0.48,1.0,1.84,1.3,0.54,1.21,6.279999999999999,0.0,108.9,12.05,47.400000000000006,45.3,17.04,62.7,333.4,150.5,1.7300000000000002,1.91,1.54,3.89,0.5800000000000001,0.0,0.0,3.1,2.2,0.0,4.01,1.99,9.61,1.93,1.63,3.2,0.03016309241303373,0.9222976573553736,0.8320609189257093
Amos Pieper,GER,Werder Bremen,Bundesliga,Werder Bremen,26,192.0,86.0,0,25,21,1823,0.01,1.05,0.12,0.0,0.0,0.0,101.6,123.0,1985.0,0.06,8.31,123.0,118.4,4.34,101.6,1.74,0.12,3.65,2.23,2.29,1.3,0.06,0.74,2.54,1.74,0.8,2.6,11.11,0.06,146.7,15.83,71.69999999999999,70.9,4.38,84.5,466.3,304.6,2.11,0.62,0.18,0.12,0.6799999999999999,0.0,0.0,1.98,0.6799999999999999,0.12,0.99,2.23,10.32,4.77,2.1,5.5,0.6065167471281854,0.8797892293555899,0.8318413299610647
Inigo Martinez,ESP,Athletic Club,La Liga,FC Barcelona,33,182.0,76.0,1,24,23,1843,0.01,1.21,0.2,0.22,0.0,0.0,79.1,97.6,1551.1999999999998,0.0,8.18,97.6,90.1,7.390000000000001,79.1,1.96,0.2,2.46,1.55,1.54,0.83,0.09,0.57,1.96,0.91,1.05,2.43,6.66,0.0,117.1,13.39,50.0,58.2,9.39,61.5,373.0,250.9,2.41,2.04,0.65,1.61,0.72,0.09,0.0,3.15,2.22,0.22,0.57,1.55,12.76,3.61,1.93,20.0,0.004051557190550468,0.9230821868592668,0.8310436950882788
Ben White,ENG,Arsenal,Premier League,Arsenal,26,185.0,77.0,0,37,31,2518,0.02,1.35,0.32,0.0,0.0,0.0,75.8,97.3,1261.0,0.43,11.36,97.3,87.30000000000001,9.64,75.8,5.199999999999999,0.69,3.8,2.46,1.66,1.67,0.49,1.39,2.52,0.48,2.04,0.96,3.26,0.0,116.0,3.65,23.4,59.6,34.1,63.400000000000006,287.0,149.7,3.1100000000000003,2.68,1.88,8.42,0.43,0.11,0.0,2.74,2.52,0.22,4.02,2.46,9.65,2.3600000000000003,3.06,29.5,0.011074030587437809,0.9212796823207101,0.8298849078601631
Pascal Stenzel,GER,Stuttgart,Bundesliga,VfB Stuttgart,28,183.0,74.0,0,23,13,1032,0.0,1.33,0.0,0.0,0.0,0.0,78.9,101.3,1518.4,0.29,5.800000000000001,101.3,87.0,14.29,78.9,4.34,0.29,5.71,3.56,3.56,2.03,0.13,1.39,3.01,0.7,2.32,2.06,2.72,0.0,120.8,5.65,38.9,62.0,21.5,57.5,251.3,127.4,1.49,1.65,0.89,2.19,0.25,0.0,0.0,2.89,1.46,0.0,5.52,3.56,16.57,2.19,1.46,1.5,0.0031475345846160097,0.9218582841302868,0.8298825192498278
Eric Garcia,ESP,Barcelona,La Liga,Girona,23,182.0,76.0,0,26,22,1986,0.02,0.79,0.41,0.0,0.0,0.0,101.7,117.6,1964.7,0.0,6.970000000000001,117.6,110.8,6.32,101.7,0.84,0.0,3.35,2.05,2.2,0.84,0.31,0.82,3.16,1.73,1.42,2.29,6.57,0.12,136.7,15.47,68.0,65.1,4.56,82.3,398.3,220.4,1.62,1.15,0.14,0.22,0.31,0.0,0.0,2.32,0.3399999999999999,0.0,0.14,2.05,11.21,3.21,2.55,14.5,0.004051557190550468,0.9197089505803996,0.8280077824372983
Perr Schuurs,NED,Torino,Serie A,Torino,24,191.0,85.0,0,34,27,2428,0.01,0.9,0.15,0.08,0.0,0.0,66.9,78.5,1297.3000000000002,0.15,3.65,78.5,73.4,5.1,66.9,0.82,0.08,4.31,2.52,2.74,1.34,0.23,0.59,2.23,0.89,1.34,2.8200000000000003,7.66,0.07,100.1,14.83,55.8,41.7,3.8,42.8,206.0,83.0,0.45,0.67,0.6,0.22,0.59,0.0,0.0,2.69,0.81,0.07,0.15,2.52,13.9,5.35,4.02,24.0,0.3678570901779707,0.892860324165832,0.8278543348665641
Aissa Mandi,ALG,Villarreal,La Liga,Villarreal,32,184.0,78.0,0,30,25,2262,0.01,0.74,0.35,0.0,0.0,0.0,100.8,118.0,1684.5,0.1,6.29,118.0,102.7,14.8,100.8,2.0,0.5599999999999999,4.199999999999999,2.55,2.65,1.15,0.4,1.5,2.61,1.42,1.19,2.98,6.24,0.0,138.0,10.44,53.5,63.3,21.82,71.2,324.6,158.9,2.26,1.96,1.0,5.510000000000001,0.1,0.0,0.0,2.83,1.37,0.61,2.33,2.55,8.83,2.26,2.6,5.0,0.01107403058743781,0.9154815130477535,0.8246665555145022
Ben Mee,ENG,Brentford,Premier League,Brentford,34,180.0,82.0,1,41,35,3191,0.06,1.81,0.73,0.0,0.0,0.0,73.0,93.2,1300.8000000000002,0.13,5.39,93.2,86.2,6.49,73.0,2.27,0.2,4.03,2.21,1.91,1.7200000000000002,0.4,2.02,2.72,1.64,1.07,2.5700000000000003,4.15,0.05,112.8,10.95,48.3,51.5,13.419999999999998,69.1,287.5,108.7,0.57,1.05,0.25,2.21,0.18,0.0,0.0,1.56,1.02,0.12,1.72,2.21,11.11,4.42,2.61,6.5,0.011074030587437809,0.9150657596976196,0.8242923774993817
Amir Rrahmani,KVX,Napoli,Serie A,Napoli,30,192.0,83.0,0,34,31,2805,0.04,3.54,0.97,0.28,0.0,0.0,113.0,136.9,2220.4,0.62,13.31,136.9,127.7,8.7,113.0,7.42,1.27,2.71,1.55,1.44,0.88,0.39,1.12,2.58,1.08,1.5,0.82,3.67,0.07,154.2,10.36,40.74,72.8,41.940000000000005,93.9,487.8,294.20000000000005,4.74,3.11,1.36,9.03,0.13,0.0,0.0,1.5,1.57,0.24,8.89,1.55,9.46,3.4400000000000004,2.5,17.5,0.28647956856092865,0.8947867519392436,0.8242173933380917
Lucas Perrin,FRA,Strasbourg,Ligue 1,Strasbourg,25,188.0,81.0,0,29,23,2176,0.0,0.17,0.1,0.0,0.0,0.0,70.5,89.6,1288.8,0.0,5.57,89.6,75.3,13.97,70.5,2.58,0.14,3.88,2.13,2.44,1.03,0.41,1.92,1.2599999999999998,0.79,0.49,2.22,5.7,0.0,106.4,9.59,39.6,50.3,17.15,63.400000000000006,336.4,178.3,1.29,1.23,0.59,4.26,0.39,0.0,0.0,1.58,1.32,0.07,2.9,2.13,10.1,1.79,1.48,5.5,0.0638947628649895,0.910505329626307,0.8236740355033191
Presnel Kimpembe,FRA,Paris S-G,Ligue 1,Paris Saint Germain,28,189.0,80.0,1,20,12,1136,0.0,1.31,0.18,0.0,0.0,0.0,106.5,125.5,1732.0,0.18,10.89,125.5,104.7,20.37,106.5,5.73,0.18,5.539999999999999,2.98,2.76,2.12,0.6399999999999999,3.04,2.04,0.58,1.46,2.15,2.98,0.0,148.0,8.95,38.0,73.0,39.12,103.7,607.5999999999999,297.2,5.14,4.14,1.63,11.98,0.78,0.0,0.0,5.21,1.16,0.32,8.77,2.98,13.989999999999998,2.12,1.69,27.5,0.0638947628649895,0.9095558097383453,0.8228194676041535
Joseph Aidoo,GHA,Celta Vigo,La Liga,Celta de Vigo,28,181.0,80.0,0,24,23,2072,0.02,1.12,0.43,0.0,0.0,0.0,82.4,105.1,1473.9,0.0,6.18,105.1,91.7,12.95,82.4,1.3,0.33,4.37,3.38,3.38,0.93,0.05,0.5800000000000001,2.23,1.12,1.12,2.8,6.87,0.0,126.0,13.37,52.3,58.5,16.35,68.5,298.0,166.39999999999998,1.17,0.8700000000000001,0.97,3.77,0.15,0.0,0.0,1.27,1.02,0.0,1.33,3.38,12.5,2.75,3.85,15.0,0.00861664236520998,0.9135577624738872,0.8227729981099045
Dayot Upamecano,FRA,Bayern Munich,Bundesliga,FC Bayern Munchen,25,186.0,90.0,0,36,34,2891,0.0,0.56,0.13,0.0,0.0,0.0,127.5,146.1,2466.8,0.13,12.4,146.1,135.9,9.9,127.5,3.28,0.31,4.0600000000000005,2.2,2.36,1.48,0.23,1.16,1.73,0.26,1.46,1.94,4.05,0.21,162.9,10.68,60.1,81.7,22.05,110.7,567.0999999999999,313.7,3.29,3.3100000000000005,0.95,4.76,0.54,0.08,0.08,2.68,1.9,0.05,1.78,2.2,14.39,2.6100000000000003,2.07,44.5,0.1353047097721531,0.9035125458407781,0.8220934199503168
Antonio Raillo,ESP,Mallorca,La Liga,Mallorca,32,187.0,80.0,0,32,27,2360,0.01,0.62,0.15,0.0,0.0,0.0,73.3,87.9,1245.8,0.0,5.04,87.9,75.5,12.1,73.3,3.25,0.47,3.78,2.41,2.29,1.17,0.32,0.47,3.24,1.27,1.96,2.56,6.61,0.0,110.4,10.36,39.7,46.6,25.8,67.19999999999999,426.8,250.4,3.31,3.16,0.75,5.26,0.4599999999999999,0.0,0.0,2.81,1.61,0.05,4.03,2.41,9.09,2.32,2.2,3.8,0.038740220088236306,0.9100192845104983,0.8215764537763421
Jerome Boateng,GER,Lyon,Ligue 1,Salernitana,35,190.0,94.0,0,20,7,809,0.01,1.82,0.73,0.0,0.0,0.0,53.3,67.9,1026.6,0.0,3.16,67.9,65.6,2.16,53.3,3.3,0.36,3.66,1.82,1.56,1.02,1.09,1.2999999999999998,1.69,0.57,1.12,1.79,4.65,0.0,89.80000000000001,9.95,30.92,39.5,19.89,55.8,288.0,122.7,2.18,1.45,1.64,4.91,0.36,0.0,0.0,3.02,1.09,0.55,1.56,1.82,7.119999999999999,2.36,1.2,1.4,0.1353047097721531,0.9024337654494629,0.821122517598133
Florent Ogier,FRA,Clermont Foot,Ligue 1,Clermont,35,183.0,73.0,0,33,27,2430,0.0,0.49,0.0,0.06,0.0,0.0,74.0,91.7,1327.1,0.22,7.65,91.7,85.2,6.24,74.0,2.89,0.53,3.8,2.19,1.5,1.9,0.4,1.96,3.0700000000000003,1.5,1.58,1.89,3.96,0.1,108.9,8.6,43.9,53.7,12.09,63.5,317.0,146.5,0.8400000000000001,1.29,0.85,0.58,0.31,0.0,0.0,1.4,0.86,0.0,2.47,2.19,12.09,2.04,1.91,0.45,0.002443481071200001,0.9120400594718219,0.8209996511682998
Ruben Dias,POR,Manchester City,Premier League,Manchester City,27,187.0,82.0,0,20,12,1217,0.0,1.57,0.1,0.26,0.0,0.0,116.9,136.7,2125.6,0.26,11.27,136.7,128.2,8.31,116.9,3.78,0.26,3.78,1.89,1.1,1.89,0.79,2.63,2.51,0.31,2.2,2.03,2.58,0.0,155.2,7.22,43.13,87.5,25.67,98.6,525.4,259.29999999999995,2.89,3.81,1.58,5.89,0.0,0.0,0.0,1.82,0.8400000000000001,0.0,6.05,1.89,10.02,3.21,2.39,106.5,0.0638947628649895,0.9072217113131006,0.8207187790214332
Tosin Adarabioyo,ENG,Fulham,Premier League,Fulham,26,196.0,80.0,0,29,27,2260,0.01,0.64,0.16,0.0,0.0,0.0,76.8,91.9,1422.2,0.08,7.99,91.9,88.7,2.91,76.8,1.65,0.08,4.87,2.43,3.46,1.3199999999999998,0.08,2.19,2.22,0.89,1.3199999999999998,2.23,6.88,0.08,112.8,12.77,50.8,56.9,6.359999999999999,69.9,330.9,168.60000000000002,0.96,1.59,1.03,0.5499999999999999,0.32,0.0,0.0,1.59,1.26,0.0,0.31,2.43,11.18,2.44,0.8,10.0,0.04975347002537228,0.90673589475565,0.8193482517923639
Kevin Akpoguma,NGA,Hoffenheim,Bundesliga,TSG Hoffenheim,29,192.0,85.0,0,32,13,1501,0.01,3.99,1.82,0.0,0.0,0.0,55.7,72.8,1006.7,0.19,7.949999999999999,72.8,66.80000000000001,5.76,55.7,3.97,0.38,5.08,3.08,2.44,1.7799999999999998,0.86,1.59,3.63,0.61,3.02,1.52,2.95,0.09,103.3,5.949999999999999,30.03,47.5,27.51,55.8,309.6,131.2,2.5,1.92,2.95,10.23,0.91,0.0,0.0,3.8,1.47,0.58,2.45,3.08,11.43,4.0,5.78,4.2,0.47234789628130874,0.875420613893518,0.8190547449850731
Koffi Djidji,CIV,Torino,Serie A,Torino,31,184.0,82.0,0,34,29,2561,0.01,1.16,0.24,0.0,0.0,0.0,68.8,86.6,1317.1,0.0,5.470000000000001,86.6,84.30000000000001,2.1,68.8,1.54,0.15,3.1,1.69,2.21,0.81,0.06,1.1,1.96,0.79,1.16,3.18,6.54,0.0,107.4,11.43,54.0,47.8,6.18,53.5,210.6,101.7,0.96,0.84,0.41,0.76,0.64,0.0,0.0,2.24,1.5,0.15,0.74,1.69,10.69,5.43,4.16,2.5,0.03016309241303373,0.9075496448974186,0.8187877077135498
Samuel Umtiti,FRA,Lecce,Serie A,LOSC Lille,30,182.0,75.0,1,32,29,2427,0.02,2.47,0.97,0.0,0.0,0.0,48.6,62.8,861.5,0.18,5.27,62.8,60.2,2.25,48.6,3.05,0.36,5.22,2.6100000000000003,1.78,2.83,0.61,1.16,3.06,0.73,2.33,1.94,3.5,0.0,90.7,5.4,28.79,41.5,21.75,47.5,277.5,145.5,4.25,2.42,2.17,7.43,0.5,0.0,0.0,2.48,3.38,0.36,1.07,2.6100000000000003,11.78,1.96,2.72,9.0,0.0031475345846160097,0.9089589543153901,0.8182731224164208
