Player,Nation,Squad 22-23,Comp,Actual Squad,Age,Height,Weight,Foot,MP,Starts,Min,Goals,Shots,SoT,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,Assists,PasProg,PasAtt,PasLive,PasDead,PasCmp,SCA,GCA,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDriPast,Blocks,BlkSh,BlkPass,Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CarDis,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,Recov,AerWon,AerLost,Value (M),score_complessivo,similarita_coseno,similarita_ponderata_coseno
Francesco Acerbi,ITA,Inter,Serie A,Inter,36,192.0,88.0,1,28,20,1880,0.0,1.54,0.35,0.0,0.0,0.0,91.7,108.4,1651.9,0.08,9.98,108.4,103.8,4.33,91.7,3.65,0.0,4.21,1.97,2.42,1.5599999999999998,0.23,1.21,2.08,0.45,1.64,1.91,4.26,0.0,129.8,9.14,41.8,70.4,20.25,85.2,482.8,247.6,3.62,3.45,1.29,6.17,0.36,0.0,0.0,2.47,2.01,0.08,1.29,1.97,13.1,3.69,2.68,9.5,1.0,1.0,0.966
Stefan Bell,GER,Mainz 05,Bundesliga,FSV Mainz 05,32,192.0,88.0,0,36,29,2581,0.01,1.55,0.19,0.19,0.0,0.0,103.0,138.0,1974.5,0.06,10.87,138.0,119.0,18.16,103.0,4.79,0.39,2.78,2.0,2.12,0.47,0.19,1.51,2.3200000000000003,0.8,1.52,3.51,5.46,0.0,157.9,9.44,53.3,76.0,29.630000000000003,84.4,342.7,173.0,2.13,1.37,1.12,5.779999999999999,0.5800000000000001,0.0,0.0,2.63,0.5800000000000001,0.35,9.5,2.0,15.43,4.55,3.2,2.1,1.0,0.9451640290397127,0.9166476261357415
Maxence Lacroix,FRA,Wolfsburg,Bundesliga,VfL Wolfsburg,24,190.0,88.0,0,24,16,1379,0.01,1.22,0.09,0.24,0.0,0.0,86.3,104.7,1670.1,0.0,7.77,104.7,100.6,3.63,86.3,2.21,0.0,3.19,2.5900000000000003,1.34,1.61,0.24,1.02,1.59,0.45,1.14,2.81,6.0,0.0,123.9,10.59,49.49,66.5,10.37,74.19999999999999,415.7,217.4,2.74,1.37,1.73,2.14,0.24,0.0,0.0,3.13,1.73,0.0,1.28,2.5900000000000003,12.92,3.54,2.5700000000000003,15.5,0.6065167471281854,0.9663055733527944,0.9097060395585488
Matthijs de Ligt,NED,Bayern Munich,Bundesliga,FC Bayern Munchen,24,189.0,89.0,0,37,31,2680,0.02,1.65,0.87,0.12,0.0,0.0,122.4,138.3,2238.0,0.18,12.1,138.3,133.7,4.32,122.4,4.94,0.49,4.09,2.25,1.5699999999999998,1.65,0.8700000000000001,2.36,2.79,0.95,1.84,1.94,4.86,0.0,159.7,11.16,52.3,82.69999999999999,25.72,117.7,559.6,260.2,1.84,3.14,1.36,3.69,0.3399999999999999,0.0,0.0,2.7,1.59,0.27,2.65,2.25,14.41,3.74,3.1,57.5,0.3678570901779707,0.9674955378693417,0.8950260271997228
Robin Koch,GER,Leeds United,Premier League,Eintracht Frankfurt,27,191.0,85.0,0,42,21,2223,0.0,2.43,0.05,0.0,0.0,0.0,101.8,124.2,1780.1,0.0,12.85,124.2,119.7,4.32,101.8,5.31,0.19,4.09,1.64,1.46,1.5599999999999998,1.06,0.67,2.92,0.81,2.12,1.87,4.23,0.05,146.8,8.23,44.4,67.0,37.71,86.7,445.3,227.3,4.4,3.72,1.97,5.21,0.45,0.0,0.0,1.81,2.1,0.0,3.51,1.64,12.86,3.33,2.26,15.5,0.3678570901779707,0.9659259821724288,0.8936134270725011
Nico Schlotterbeck,GER,Dortmund,Bundesliga,Borussia Dortmund,24,191.0,86.0,1,26,20,1844,0.03,2.34,1.88,0.0,0.0,0.0,95.4,114.8,1749.8,0.21,9.96,114.8,110.6,4.05,95.4,5.41,0.31,4.88,2.23,3.12,1.71,0.05,1.45,2.23,0.73,1.5,1.97,3.78,0.05,145.4,9.28,46.83,69.1,31.85,93.2,523.0,295.3,5.67,3.17,4.48,9.53,0.16,0.0,0.0,1.45,2.19,0.05,3.02,2.23,15.17,2.49,4.83,39.5,0.47234789628130874,0.9572377031186934,0.8926901252877311
Lilian Brassier,FRA,Brest,Ligue 1,Brest,24,186.0,78.0,1,40,39,3409,0.01,1.15,0.15,0.0,0.0,0.0,94.1,116.8,1751.3000000000002,0.05,13.05,116.8,108.0,8.45,94.1,3.44,0.31,5.4,3.02,2.52,2.3200000000000003,0.56,2.07,2.94,0.85,2.09,3.45,5.640000000000001,0.0,141.10000000000002,9.36,44.7,79.2,18.46,99.5,533.3,241.2,2.11,2.1,1.98,2.91,0.42,0.0,0.0,2.61,1.92,0.05,1.99,3.02,14.41,4.42,2.87,10.5,0.018280927755802444,0.9779782744382673,0.8813892791610971
Kevin Vogt,GER,Hoffenheim,Bundesliga,FC Union Berlin,32,194.0,87.0,0,31,22,1935,0.03,1.67,0.64,0.0,0.0,0.0,82.4,95.9,1624.3,0.13,8.24,95.9,90.1,5.35,82.4,3.04,0.13,4.28,2.4,1.4300000000000002,2.47,0.38,1.47,2.14,0.5700000000000001,1.57,2.42,3.43,0.0,118.9,9.76,42.36,57.6,20.13,81.2,529.9000000000001,293.5,3.7,1.92,2.46,6.86,0.8200000000000001,0.0,0.0,3.53,3.1,0.51,2.51,2.4,11.7,1.47,2.14,5.0,0.47234789628130874,0.9445122417198254,0.8812372100287499
Edmond Tapsoba,BFA,Leverkusen,Bundesliga,Bayer 04 Leverkusen,25,194.0,84.0,0,28,27,2375,0.04,2.76,1.03,0.0,0.05,0.05,88.4,105.9,1553.0,0.29,8.42,105.9,102.4,3.56,88.4,3.96,0.69,3.1,2.1,1.41,1.39,0.3,1.05,2.0,0.61,1.39,1.51,2.96,0.05,128.2,8.04,39.28,61.5,28.16,82.19999999999999,516.4,263.7,4.26,2.47,3.89,10.7,0.4399999999999999,0.0,0.0,2.68,2.91,0.29,1.13,2.1,12.49,2.16,3.34,33.0,0.22310269100116623,0.9606838165508004,0.8793420254655168
Kevin Danso,AUT,Lens,Ligue 1,Lens,25,190.0,85.0,0,40,38,3299,0.01,0.86,0.05,0.0,0.0,0.0,93.8,107.0,1669.6,0.05,7.31,107.0,97.6,9.5,93.8,3.31,0.38,2.77,1.39,1.82,0.63,0.32,0.82,1.79,1.06,0.73,2.02,5.0600000000000005,0.0,125.8,10.7,46.6,63.900000000000006,16.63,90.9,610.7,324.0,3.13,2.68,1.09,4.38,0.3,0.0,0.0,1.43,3.27,0.12,1.43,1.39,12.49,2.69,1.48,27.0,0.28647956856092865,0.9558715499397716,0.879193711538567
Axel Disasi,FRA,Monaco,Ligue 1,Chelsea,26,190.0,86.0,0,40,37,3247,0.02,1.35,0.35,0.0,0.0,0.05,101.4,121.5,2045.3,0.28,11.66,121.5,112.8,8.35,101.4,3.18,0.51,2.8200000000000003,1.53,1.19,1.09,0.53,0.79,2.54,1.21,1.32,2.98,5.31,0.05,138.8,13.74,54.8,69.5,15.7,90.1,550.7,337.0,3.43,2.9,0.64,2.18,0.23,0.0,0.0,1.58,1.17,0.07,1.92,1.53,11.0,4.26,1.78,23.0,0.3678570901779707,0.943253350516902,0.873208058582527
Robin Knoche,GER,Union Berlin,Bundesliga,FC Union Berlin,32,190.0,77.0,0,39,38,3439,0.03,0.99,0.31,0.0,0.05,0.11,96.7,114.7,1763.9,0.05,9.04,114.7,112.0,2.31,96.7,2.8200000000000003,0.21,4.5,2.41,2.09,1.83,0.58,1.15,1.99,0.57,1.41,2.4000000000000004,5.57,0.1,134.5,10.02,49.8,68.9,17.060000000000002,76.4,342.20000000000005,167.8,1.15,0.94,1.1,1.77,0.47,0.0,0.0,2.66,2.35,0.0,0.47,2.41,13.72,2.99,2.26,5.0,0.038740220088236306,0.965697672587678,0.8716870030458039
Marvin Friedrich,GER,M'Gladbach,Bundesliga,Borussia Monchengladbach,28,193.0,84.0,0,33,15,1593,0.01,3.08,1.57,0.0,0.0,0.0,75.0,95.1,1341.5,0.14,4.23,95.1,88.5,6.130000000000001,75.0,3.36,0.43,2.92,1.5499999999999998,1.64,0.8999999999999999,0.38,1.3299999999999998,1.7,0.6599999999999999,1.04,1.6,4.5,0.0,116.5,9.27,53.79,42.6,22.61,72.9,458.6,231.5,4.42,3.33,1.05,7.51,0.23,0.0,0.0,1.09,1.19,0.43,5.43,1.5499999999999998,10.95,3.19,2.07,3.2,0.28647956856092865,0.9469186465747779,0.8711360985100726
Mattia Viti,ITA,Nice,Ligue 1,Sassuolo,22,190.0,82.0,1,28,27,2280,0.01,1.55,0.41,0.0,0.0,0.0,78.2,93.5,1309.3,0.11,7.25,93.5,90.8,2.58,78.2,2.37,0.3,3.58,2.2,1.7799999999999998,1.4,0.3999999999999999,1.36,2.71,0.98,1.73,3.22,4.51,0.0,113.9,11.25,47.2,57.4,10.23,71.6,350.7,170.2,0.8,1.69,1.22,0.6900000000000001,0.38,0.0,0.0,1.8,1.09,0.0,0.16,2.2,10.96,2.5700000000000003,1.82,3.9,0.1353047097721531,0.9548940350934174,0.8683367602776921
Unai Nunez,ESP,Celta Vigo,La Liga,Celta de Vigo,27,186.0,81.0,0,37,31,2826,0.01,1.39,0.21,0.0,0.0,0.0,86.9,100.7,1627.3,0.0,10.64,100.7,97.9,2.63,86.9,3.81,0.05,4.32,2.69,1.7599999999999998,2.43,0.13,1.84,1.82,0.4,1.42,3.48,4.74,0.05,122.5,8.68,41.11,65.9,16.41,72.1,380.1,206.3,1.79,2.13,1.34,2.34,0.42,0.0,0.0,2.83,1.94,0.21,0.45,2.69,12.42,2.89,3.59,12.0,0.038740220088236306,0.9619439581693641,0.8683086600693214
Virgil van Dijk,NED,Liverpool,Premier League,Liverpool,32,193.0,92.0,0,32,19,1910,0.02,2.58,0.94,0.0,0.0,0.0,104.3,120.1,1919.2,0.0,9.04,120.1,117.8,2.06,104.3,4.87,0.06,2.31,1.67,0.42,1.24,0.64,1.1800000000000002,1.76,0.48,1.27,2.0,4.45,0.06,147.4,12.54,48.2,65.6,36.98,105.3,658.0,326.4,6.44,4.59,2.34,12.84,0.06,0.0,0.0,1.85,1.7,0.06,1.91,1.67,14.09,3.1,1.79,70.5,0.28647956856092865,0.9423541726312125,0.8670280719608637
Eric Dier,ENG,Tottenham,Premier League,FC Bayern Munchen,30,188.0,90.0,0,27,24,2184,0.02,2.33,0.8600000000000001,0.09,0.0,0.0,109.4,127.9,1961.6,0.0,10.43,127.9,124.9,2.97,109.4,3.99,0.05,3.27,1.89,0.94,2.28,0.05,0.8600000000000001,1.7999999999999998,0.75,1.05,2.55,4.05,0.05,149.2,13.17,57.5,72.6,20.07,91.5,464.8,197.2,2.23,2.33,0.81,4.52,0.42,0.0,0.0,1.56,1.95,0.05,1.52,1.89,9.46,3.21,2.13,9.0,0.22310269100116623,0.9457243514935721,0.8658785069140114
Tiago Djalo,POR,Lille,Ligue 1,Juventus,24,190.0,82.0,0,34,32,2681,0.04,2.52,0.73,0.1,0.0,0.0,93.0,116.5,1613.7,0.19,5.66,116.5,103.2,12.89,93.0,2.84,0.29,5.13,2.8,2.71,1.88,0.53,1.11,2.3,0.85,1.45,1.81,3.55,0.05,136.6,10.01,47.6,67.6,22.79,88.8,451.9,233.4,1.61,1.71,1.46,5.45,0.69,0.0,0.0,3.12,1.88,0.24,8.35,2.8,14.43,2.35,2.26,11.0,0.1353047097721531,0.9516447416654675,0.8654123961925373
Jonathan Tah,GER,Leverkusen,Bundesliga,Bayer 04 Leverkusen,28,195.0,94.0,0,39,31,2835,0.03,2.5,0.93,0.0,0.0,0.0,75.8,89.6,1289.9,0.13,5.37,89.6,87.4,1.98,75.8,3.81,0.47,2.28,1.41,1.1,0.78,0.4,0.91,2.18,0.49,1.7,2.01,4.92,0.0,109.8,8.91,38.26,47.5,24.75,65.8,368.7,170.39999999999998,3.54,1.92,1.21,8.9,0.44,0.0,0.0,1.62,1.19,0.25,2.46,1.41,9.52,3.75,2.93,36.5,0.10536759259575873,0.9514367225935261,0.8632493991552566
Martin Erlic,CRO,Sassuolo,Serie A,Sassuolo,26,192.0,88.0,0,28,21,1864,0.01,1.34,0.42,0.14,0.0,0.0,63.1,79.5,1188.0,0.14,5.24,79.5,71.9,7.41,63.1,1.78,0.42,1.81,1.15,0.87,0.43,0.49,0.51,2.96,1.1,1.87,2.24,5.33,0.0,100.5,9.17,41.8,41.2,18.57,62.0,351.4,157.7,3.18,1.9,0.92,6.2,0.15,0.0,0.0,1.73,2.56,0.0,4.37,1.15,8.29,1.68,1.32,6.5,1.0,0.8851702131832143,0.862653191864893
Yoann Salmier,GUF,Troyes,Ligue 1,Le Havre,31,188.0,85.0,0,32,28,2406,0.01,0.91,0.41,0.0,0.0,0.0,72.6,96.2,1223.0,0.13,5.63,96.2,86.1,10.07,72.6,2.35,0.49,3.33,1.7,2.01,0.78,0.54,1.13,2.11,0.99,1.11,2.01,4.89,0.0,114.9,11.06,41.7,49.6,24.55,78.7,466.2000000000001,221.6,3.67,2.94,0.29,9.4,0.4599999999999999,0.05,0.0,2.6,2.28,0.0,5.98,1.7,9.37,2.48,1.9,1.9,0.17374472912900266,0.9447079108385359,0.8617062000224117
Pablo Mari,ESP,Monza,Serie A,Monza,30,193.0,87.0,1,29,23,2158,0.01,1.11,0.25,0.0,0.0,0.0,98.6,115.5,1762.1999999999998,0.0,7.380000000000001,115.5,102.1,13.01,98.6,1.82,0.0,3.82,1.59,2.78,0.95,0.09,1.39,2.09,0.5900000000000001,1.5,2.26,5.609999999999999,0.25,136.3,13.65,60.5,58.3,18.61,70.5,348.0,187.0,2.03,1.4,1.22,3.27,0.43,0.0,0.0,1.59,1.9,0.09,1.59,1.59,11.9,2.81,1.94,4.7,0.6065167471281854,0.9128107695729141,0.8615607161566565
Ohis Felix Uduokhai,GER,Augsburg,Bundesliga,FC Augsburg,26,193.0,89.0,1,32,27,2500,0.0,1.09,0.16,0.0,0.0,0.0,87.7,105.8,1653.9,0.16,8.13,105.8,99.6,6.14,87.7,2.89,0.16,2.89,1.94,1.57,1.05,0.27,1.73,2.47,1.04,1.43,2.85,5.550000000000001,0.21,126.7,8.63,46.6,67.5,13.33,70.5,362.1,161.7,1.94,1.55,0.98,1.3,0.27,0.0,0.0,2.36,1.3199999999999998,0.11,1.27,1.94,11.52,3.57,5.23,7.0,0.6065167471281854,0.9121374521279144,0.8609547304561568
Sven Botman,NED,Newcastle Utd,Premier League,Newcastle United,24,193.0,81.0,1,36,35,3047,0.0,1.38,0.47,0.0,0.0,0.0,80.6,100.2,1601.6999999999998,0.07,7.71,100.2,94.0,5.58,80.6,2.54,0.31,4.19,2.41,2.26,1.67,0.26,0.93,3.29,1.48,1.83,2.15,5.63,0.05,120.7,14.8,57.9,54.3,9.45,63.7,323.4,165.0,0.92,0.8099999999999999,0.26,0.76,0.38,0.0,0.0,2.0700000000000003,1.16,0.12,0.66,2.41,11.9,4.3,2.34,47.0,0.13530470977215311,0.9463699735678259,0.8606651049046599
Timo Hubers,GER,Köln,Bundesliga,FC Koln,27,190.0,82.0,0,31,24,2294,0.0,0.57,0.0,0.09,0.0,0.0,82.0,103.9,1564.7,0.09,4.74,103.9,90.5,13.09,82.0,2.29,0.09,2.64,1.6,1.73,0.8200000000000001,0.09,1.1,1.8,0.6,1.21,2.55,7.38,0.0,123.7,12.97,57.7,49.0,18.25,67.1,375.0,199.5,2.94,2.12,0.68,5.5,0.64,0.0,0.0,2.31,1.62,0.18,3.49,1.6,12.989999999999998,3.28,2.82,8.0,0.1353047097721531,0.9445490249640569,0.8590262511612677
Danilo,BRA,Juventus,Serie A,Juventus,32,184.0,78.0,0,39,35,3023,0.02,1.2,0.25,0.0,0.0,0.0,109.6,125.5,1850.7,0.4,7.39,125.5,111.2,13.73,109.6,3.63,0.4,4.06,2.78,2.6100000000000003,1.15,0.3,0.87,2.19,0.7000000000000001,1.49,1.91,4.08,0.05,146.0,8.73,44.3,72.0,31.26,84.80000000000001,422.4,226.3,3.99,3.36,1.0,8.43,0.3,0.0,0.0,2.04,1.4,0.15,2.22,2.78,11.34,1.81,1.75,17.5,0.01107403058743781,0.9531748556154389,0.8585905638254191
Lucas Martinez Quarta,ARG,Fiorentina,Serie A,Fiorentina,28,183.0,78.0,0,27,16,1493,0.01,1.79,0.61,0.0,0.0,0.0,74.2,94.0,1474.2,0.08,8.41,94.0,91.5,2.35,74.2,4.7,0.72,4.88,2.27,3.28,1.45,0.15,1.13,2.48,0.99,1.49,2.35,3.44,0.08,118.1,5.95,41.57,49.9,27.71,73.6,472.7000000000001,272.4,7.51,3.24,1.5799999999999998,9.24,0.15,0.0,0.0,1.5499999999999998,2.88,0.0,1.14,2.27,11.0,3.8,2.23,12.0,0.00861664236520998,0.9531496937388603,0.8584057362483801
Max Kilman,ENG,Wolves,Premier League,Wolverhampton Wanderers,27,194.0,89.0,1,38,35,3177,0.04,1.94,1.05,0.3,0.0,0.0,100.8,123.3,1701.4,0.45,12.45,123.3,116.0,6.91,100.8,7.43,0.69,3.65,2.24,1.5699999999999998,1.43,0.65,1.11,4.23,1.3299999999999998,2.89,1.28,5.06,0.08,145.7,13.55,49.14,60.9,36.85,97.8,549.4,277.8,5.33,3.3400000000000003,1.66,8.25,0.29,0.0,0.0,1.35,1.51,0.08,5.04,2.24,11.18,2.29,2.1,13.0,0.47234789628130874,0.918158795049209,0.8575191080251952
Jon Pacheco,ESP,Real Sociedad,La Liga,Real Sociedad,23,184.0,77.0,1,20,13,1287,0.0,0.87,0.0,0.0,0.0,0.0,88.9,111.8,1690.9,0.15,8.48,111.8,98.7,12.52,88.9,1.89,0.15,2.23,1.96,1.09,0.99,0.15,0.42,2.46,0.69,1.76,1.98,4.29,0.0,130.1,10.59,46.0,66.9,17.67,72.4,388.5,219.1,3.02,1.4300000000000002,0.72,5.74,0.27,0.0,0.0,1.64,0.67,0.0,3.09,1.96,11.63,2.91,3.01,3.9,0.00861664236520998,0.9517711193623677,0.8571650193095368
Jean Clair Todibo,FRA,Nice,Ligue 1,Nice,24,190.0,88.0,0,29,21,1858,0.0,2.94,0.96,0.0,0.0,0.0,108.2,137.2,1882.4,0.0,9.66,137.2,125.9,10.18,108.2,7.989999999999999,0.05,3.17,2.35,1.69,1.32,0.15,2.33,1.23,0.67,0.56,0.87,4.05,0.05,156.8,10.1,48.68,73.0,36.09,119.4,562.1,276.5,1.63,1.27,1.27,3.95,0.21,0.1,0.05,1.58,1.4700000000000002,0.05,4.7,2.35,16.83,1.99,3.65,29.0,0.6065167471281854,0.9077971495029686,0.8570484580937057
Manuel Akanji,SUI,Manchester City,Premier League,Manchester City,28,187.0,91.0,0,31,26,2271,0.02,2.24,0.51,0.09,0.0,0.0,122.7,143.8,2194.0,0.16,9.53,143.8,129.7,14.07,122.7,4.29,0.18,4.84,2.79,2.49,1.78,0.58,1.08,2.34,0.88,1.46,2.24,2.47,0.0,163.0,8.66,52.8,81.80000000000001,29.33,104.0,576.3,338.3,3.28,3.17,1.52,5.24,0.53,0.09,0.0,2.56,2.14,0.09,7.82,2.79,12.9,2.03,2.32,30.5,0.1353047097721531,0.9408719332666106,0.855716868633566
Christopher Wooh,CMR,Rennes,Ligue 1,Rennes,22,191.0,92.0,0,27,22,1876,0.01,2.16,0.68,0.0,0.0,0.0,73.6,88.8,1425.8,0.15,5.77,88.8,81.6,7.11,73.6,3.91,0.71,1.95,0.98,1.22,0.5800000000000001,0.15,0.71,2.2,0.69,1.51,1.28,5.82,0.0,108.9,7.8,33.72,55.7,20.31,73.2,404.4,213.4,3.27,1.71,0.88,6.99,0.36,0.0,0.0,2.16,2.31,0.15,3.36,0.98,7.71,3.44,1.86,4.4,0.28647956856092865,0.9295739700677953,0.8555258896537883
Facundo Medina,ARG,Lens,Ligue 1,Lens,25,184.0,77.0,1,38,37,3275,0.01,0.88,0.1699999999999999,0.0,0.0,0.0,115.6,132.8,2163.9,0.11,11.1,132.8,124.6,7.949999999999999,115.6,2.45,0.22,2.72,1.66,1.51,1.21,0.0,1.2,2.17,0.89,1.28,3.01,5.02,0.11,149.3,11.11,56.7,85.0,8.92,115.5,671.5999999999999,375.5,2.44,1.96,0.85,1.1700000000000002,0.55,0.0,0.0,2.7,1.66,0.0,0.96,1.66,11.46,3.86,2.59,27.0,0.00861664236520998,0.9484576918901058,0.8541829345845011
Nehuen Perez,ARG,Udinese,Serie A,Udinese,24,184.0,75.0,0,41,41,3412,0.02,1.5699999999999998,0.49,0.0,0.0,0.0,94.3,113.1,1810.8,0.0,9.0,113.1,104.3,8.46,94.3,2.5700000000000003,0.16,5.87,2.95,3.38,2.09,0.4,1.03,2.6900000000000004,0.98,1.72,1.3,5.3100000000000005,0.06,133.6,9.48,48.900000000000006,72.4,13.07,72.80000000000001,351.1,190.8,1.5,1.4,0.8500000000000001,2.34,0.37,0.06,0.0,2.33,0.86,0.1,1.25,2.95,11.3,2.9000000000000004,1.69,8.0,0.005212345193830598,0.948345554031521,0.8538573348427149
Waldemar Anton,GER,Stuttgart,Bundesliga,VfB Stuttgart,27,189.0,86.0,0,37,37,3192,0.03,1.78,0.52,0.0,0.0,0.0,78.7,96.5,1449.6,0.13,7.629999999999999,96.5,90.3,6.07,78.7,3.61,0.5,2.66,1.72,1.25,1.1,0.29,1.27,2.34,0.8200000000000001,1.51,1.88,4.02,0.1,117.6,9.55,45.67,56.1,17.59,66.5,452.6,242.9,4.33,2.64,1.11,5.19,0.41,0.06,0.06,1.98,2.1100000000000003,0.06,1.4,1.72,13.17,2.31,2.69,14.5,0.28647956856092865,0.9274502194124471,0.8536145140639749
Pierre Kalulu,FRA,Milan,Serie A,Milan,24,184.0,82.0,0,42,34,3160,0.04,2.53,0.53,0.0,0.12,0.12,70.19999999999999,89.4,1269.1,0.0,7.279999999999999,89.4,83.4,5.65,70.19999999999999,3.89,0.12,2.6,1.48,1.39,0.93,0.29,0.74,2.63,0.75,1.87,1.99,2.59,0.05,110.7,5.71,38.54,48.900000000000006,24.67,64.7,384.7000000000001,198.4,3.93,2.15,1.31,7.899999999999999,0.35,0.0,0.0,1.77,2.33,0.24,4.63,1.48,10.15,2.71,3.2,26.0,0.03016309241303373,0.9426306004375751,0.8503605676996906
Joko Gvardiol,CRO,RB Leipzig,Bundesliga,Manchester City,22,185.0,80.0,1,28,17,1554,0.0,0.97,0.15,0.0,0.0,0.0,117.8,133.7,2095.6000000000004,0.0,9.31,133.7,128.7,4.8100000000000005,117.8,3.03,0.15,4.49,2.63,2.89,0.8300000000000001,0.79,0.97,3.44,1.38,2.06,3.52,4.58,0.07,155.3,13.42,62.2,80.1,14.55,98.9,515.3,283.1,1.9,2.14,1.27,1.47,0.07,0.0,0.0,2.21,2.47,0.0,0.33,2.63,15.35,1.82,1.98,44.5,0.02348321866308255,0.9426002348562816,0.8498923825971502
Lukas Klostermann,GER,RB Leipzig,Bundesliga,RB Leipzig,28,189.0,88.0,0,22,14,1348,0.01,1.76,0.48,0.0,0.0,0.0,100.2,123.7,2038.0,0.08,6.17,123.7,115.3,7.949999999999999,100.2,2.46,0.25,5.21,2.69,2.32,2.73,0.17,0.56,0.76,0.34,0.42,3.43,4.48,0.0,143.3,6.74,63.9,67.80000000000001,13.0,78.2,347.7,149.3,0.68,0.56,0.88,2.55,0.0,0.0,0.0,1.22,0.65,0.31,2.68,2.69,13.85,2.49,4.76,17.5,0.47234789628130874,0.9093626282361744,0.849602557893464
Lucas Hernandez,FRA,Bayern Munich,Bundesliga,Paris Saint Germain,28,184.0,79.0,1,20,15,1247,0.0,0.47,0.23,0.0,0.0,0.0,107.7,121.6,1816.8,0.12,9.56,121.6,115.2,5.79,107.7,3.19,0.23,4.85,2.38,2.43,2.2,0.23,0.54,1.89,0.42,1.47,2.92,2.37,0.0,141.89999999999998,6.1,46.5,77.4,19.23,97.6,485.0,236.9,1.97,2.55,0.7,3.42,0.54,0.0,0.0,1.8,3.08,0.0,1.19,2.38,13.21,1.45,1.19,40.5,0.014229379523447444,0.9429498174007704,0.8495962750986874
Andreas Christensen,DEN,Barcelona,La Liga,FC Barcelona,28,187.0,82.0,0,29,24,1914,0.02,1.9,1.08,0.08,0.08,0.08,114.5,129.60000000000002,2120.0,0.28,10.36,129.60000000000002,122.1,7.22,114.5,4.42,0.78,2.57,1.39,1.1800000000000002,1.24,0.15,0.99,1.33,0.4,0.93,1.79,3.66,0.0,144.5,8.42,43.74,83.3,18.15,103.3,539.8,259.1,2.29,1.79,0.3,4.15,0.25,0.0,0.0,1.2,0.61,0.15,4.39,1.39,11.05,2.76,1.98,38.5,0.0638947628649895,0.9387390600952066,0.8490843929253287
Sebastiaan Bornauw,BEL,Wolfsburg,Bundesliga,VfL Wolfsburg,25,191.0,83.0,0,30,19,1773,0.02,1.85,0.7799999999999999,0.14,0.0,0.0,82.4,98.3,1474.6999999999998,0.14,7.59,98.3,92.3,5.78,82.4,3.26,0.64,2.08,1.13,0.8400000000000001,1.02,0.22,1.17,2.26,0.63,1.62,1.85,5.4,0.14,117.0,10.1,40.85,59.9,16.94,66.3,343.9,172.3,2.63,2.41,0.5,3.36,0.74,0.0,0.0,2.06,2.41,0.28,1.43,1.13,11.26,2.38,2.66,7.5,0.2231026910011662,0.9262114946813568,0.8483169357830175
Eder Militao,BRA,Real Madrid,La Liga,Real Madrid,26,186.0,78.0,0,35,26,2254,0.04,2.37,0.73,0.0,0.0,0.0,73.7,86.8,1306.3000000000002,0.0,6.59,86.8,81.4,5.28,73.7,3.54,0.24,3.44,2.41,1.32,1.97,0.15,1.5399999999999998,3.4400000000000004,1.28,2.1500000000000004,2.83,4.6,0.07,112.6,12.03,44.39,50.4,18.9,68.1,383.9,204.6,3.02,1.91,2.31,3.81,0.16,0.0,0.0,2.93,3.74,0.0,1.59,2.41,11.45,2.96,2.78,80.0,0.018280927755802444,0.9398087948643367,0.8470367475445595
Anthony Caci,FRA,Mainz 05,Bundesliga,FSV Mainz 05,27,185.0,76.0,0,32,20,1854,0.01,1.08,0.28,0.0,0.0,0.0,77.4,106.0,1478.2,0.08,8.41,106.0,91.6,14.17,77.4,3.71,0.36,5.1,2.69,3.28,1.65,0.17,2.18,2.24,0.91,1.33,3.94,4.11,0.0,126.6,8.440000000000001,41.0,66.30000000000001,21.11,75.5,401.9,206.3,2.38,1.73,1.39,7.41,0.11,0.0,0.0,2.41,0.45,0.11,4.76,2.69,12.97,2.75,3.77,4.8,0.008616642365209981,0.9402192317911984,0.8467683204954845
Benoit Badiashile,FRA,Monaco,Ligue 1,Chelsea,23,194.0,75.0,1,31,18,1821,0.03,2.26,0.7100000000000001,0.0,0.0,0.0,153.9,180.5,2913.7,0.0,10.77,180.5,171.89999999999998,8.66,153.9,4.46,0.29,4.9,3.1,2.81,1.94,0.14,1.33,1.94,1.04,0.8999999999999999,3.26,12.55,0.11,212.2,26.31,98.1,96.3,20.1,134.2,705.9,394.4,3.35,1.33,0.97,3.87,1.0,0.0,0.0,3.9,2.09,0.14,2.61,3.1,18.21,7.56,2.62,26.5,0.023483218663082544,0.9383562437129399,0.8460727905681426
